,Season,Round,Circuit,Weather,Rainfall,Driver,Team,Grid_Position,Finishing_Position,Q1,Q2,Q3
39,2018,2,Sakhir,27.982524271844653,0,VER,Red Bull Racing,15,19,89.374,1000,1000
40,2018,2,Sakhir,27.982524271844653,0,RIC,Red Bull Racing,4,20,89.55199999999999,88.962,88.398
41,2018,3,Shanghai,19.446428571428573,0,RIC,Red Bull Racing,6,1,93.87700000000001,92.688,91.94800000000001
42,2018,3,Shanghai,19.446428571428573,0,BOT,Mercedes,3,2,92.92099999999999,92.063,91.625
43,2018,3,Shanghai,19.446428571428573,0,RAI,Ferrari,2,3,92.47399999999999,92.286,91.182
44,2018,3,Shanghai,19.446428571428573,0,HAM,Mercedes,4,4,93.283,91.914,91.675
45,2018,3,Shanghai,19.446428571428573,0,VER,Red Bull Racing,5,5,92.932,92.809,91.79599999999999
46,2018,3,Shanghai,19.446428571428573,0,HUL,Renault,7,6,93.545,92.494,92.532
47,2018,3,Shanghai,19.446428571428573,0,ALO,McLaren,13,7,93.428,93.232,1000
48,2018,3,Shanghai,19.446428571428573,0,VET,Ferrari,1,8,92.17099999999999,92.38499999999999,91.095
49,2018,3,Shanghai,19.446428571428573,0,SAI,Renault,9,9,93.315,92.97,92.819
50,2018,3,Shanghai,19.446428571428573,0,MAG,Haas F1 Team,11,10,93.35900000000001,92.98599999999999,1000
51,2018,3,Shanghai,19.446428571428573,0,OCO,Force India,12,11,93.58500000000001,93.057,1000
52,2018,3,Shanghai,19.446428571428573,0,PER,Force India,8,12,93.464,92.931,92.75800000000001
53,2018,3,Shanghai,19.446428571428573,0,VAN,McLaren,14,13,93.824,93.505,1000
54,2018,3,Shanghai,19.446428571428573,0,STR,Williams,18,14,94.285,1000,1000
55,2018,3,Shanghai,19.446428571428573,0,SIR,Williams,16,15,94.062,1000,1000
56,2018,3,Shanghai,19.446428571428573,0,ERI,Sauber,20,16,94.914,1000,1000
57,2018,3,Shanghai,19.446428571428573,0,GRO,Haas F1 Team,10,17,93.238,92.524,92.85499999999999
58,2018,3,Shanghai,19.446428571428573,0,GAS,Toro Rosso,17,18,94.101,1000,1000
59,2018,3,Shanghai,19.446428571428573,0,LEC,Sauber,19,19,94.45400000000001,1000,1000
60,2018,3,Shanghai,19.446428571428573,0,HAR,Toro Rosso,15,20,94.013,93.795,1000
61,2018,4,Baku,16.66140350877193,0,HAM,Mercedes,2,1,102.693,102.676,101.67699999999999
62,2018,4,Baku,16.66140350877193,0,RAI,Ferrari,6,2,102.538,102.50999999999999,102.49000000000001
63,2018,4,Baku,16.66140350877193,0,PER,Force India,8,3,103.99199999999999,103.366,102.547
64,2018,4,Baku,16.66140350877193,0,VET,Ferrari,1,4,102.762,103.015,101.49799999999999
65,2018,4,Baku,16.66140350877193,0,SAI,Renault,9,5,103.426,103.464,103.351
66,2018,4,Baku,16.66140350877193,0,LEC,Sauber,13,6,103.75200000000001,104.074,1000
67,2018,4,Baku,16.66140350877193,0,ALO,McLaren,12,7,104.00999999999999,104.019,1000
68,2018,4,Baku,16.66140350877193,0,STR,Williams,10,8,104.35900000000001,103.58500000000001,1000
69,2018,4,Baku,16.66140350877193,0,VAN,McLaren,16,9,104.489,1000,1000
70,2018,4,Baku,16.66140350877193,0,HAR,Toro Rosso,19,10,117.354,1000,1000
71,2018,4,Baku,16.66140350877193,0,ERI,Sauber,18,11,105.541,1000,1000
72,2018,4,Baku,16.66140350877193,0,GAS,Toro Rosso,17,12,104.49600000000001,1000,1000
73,2018,4,Baku,16.66140350877193,0,MAG,Haas F1 Team,15,13,103.674,104.759,1000
74,2018,4,Baku,16.66140350877193,0,BOT,Mercedes,3,14,103.35499999999999,102.679,101.837
75,2018,4,Baku,16.66140350877193,0,GRO,Haas F1 Team,20,15,1000,1000,1000
76,2018,4,Baku,16.66140350877193,0,VER,Red Bull Racing,5,16,102.642,102.90100000000001,101.994
77,2018,4,Baku,16.66140350877193,0,RIC,Red Bull Racing,4,17,102.857,103.482,101.911
78,2018,4,Baku,16.66140350877193,0,HUL,Renault,14,18,103.74600000000001,103.232,103.066
79,2018,4,Baku,16.66140350877193,0,OCO,Force India,7,19,103.021,102.967,102.523
80,2018,4,Baku,16.66140350877193,0,SIR,Williams,11,20,104.261,103.886,1000
81,2018,5,Barcelona,16.050476190476193,1,HAM,Mercedes,1,1,77.633,77.166,76.173
82,2018,5,Barcelona,16.050476190476193,1,BOT,Mercedes,2,2,77.674,77.111,76.213
83,2018,5,Barcelona,16.050476190476193,1,VER,Red Bull Racing,5,3,77.411,77.26599999999999,76.816
84,2018,5,Barcelona,16.050476190476193,1,VET,Ferrari,3,4,77.031,76.80199999999999,76.305
85,2018,5,Barcelona,16.050476190476193,1,RIC,Red Bull Racing,6,5,77.623,77.638,76.818
86,2018,5,Barcelona,16.050476190476193,1,MAG,Haas F1 Team,7,6,78.169,77.618,77.676
87,2018,5,Barcelona,16.050476190476193,1,SAI,Renault,9,7,78.48,77.803,77.78999999999999
88,2018,5,Barcelona,16.050476190476193,1,ALO,McLaren,8,8,78.276,78.1,77.721
89,2018,5,Barcelona,16.050476190476193,1,PER,Force India,15,9,78.74,79.098,1000
90,2018,5,Barcelona,16.050476190476193,1,LEC,Sauber,14,10,78.661,78.91,1000
91,2018,5,Barcelona,16.050476190476193,1,STR,Williams,18,11,80.225,1000,1000
92,2018,5,Barcelona,16.050476190476193,1,HAR,Toro Rosso,20,12,1000,1000,1000
93,2018,5,Barcelona,16.050476190476193,1,ERI,Sauber,17,13,79.493,1000,1000
94,2018,5,Barcelona,16.050476190476193,1,SIR,Williams,19,14,79.695,1000,1000
95,2018,5,Barcelona,16.050476190476193,1,VAN,McLaren,11,15,78.885,78.32300000000001,1000
96,2018,5,Barcelona,16.050476190476193,1,OCO,Force India,13,16,78.813,78.696,1000
97,2018,5,Barcelona,16.050476190476193,1,RAI,Ferrari,4,17,77.483,77.071,76.612
98,2018,5,Barcelona,16.050476190476193,1,GRO,Haas F1 Team,10,18,78.305,77.699,77.83500000000001
99,2018,5,Barcelona,16.050476190476193,1,GAS,Toro Rosso,12,19,78.55,78.463,1000
100,2018,5,Barcelona,16.050476190476193,1,HUL,Renault,16,20,78.923,1000,1000
101,2018,6,Monte Carlo,26.640707964601766,0,RIC,Red Bull Racing,1,1,72.013,71.278,70.81
102,2018,6,Monte Carlo,26.640707964601766,0,VET,Ferrari,2,2,72.41499999999999,71.518,71.039
103,2018,6,Monte Carlo,26.640707964601766,0,HAM,Mercedes,3,3,72.46000000000001,71.584,71.232
104,2018,6,Monte Carlo,26.640707964601766,0,RAI,Ferrari,4,4,72.639,71.391,71.266
105,2018,6,Monte Carlo,26.640707964601766,0,BOT,Mercedes,5,5,72.434,72.002,71.441
106,2018,6,Monte Carlo,26.640707964601766,0,OCO,Force India,6,6,73.028,72.188,72.061
107,2018,6,Monte Carlo,26.640707964601766,0,GAS,Toro Rosso,10,7,72.941,72.313,72.221
108,2018,6,Monte Carlo,26.640707964601766,0,HUL,Renault,11,8,73.065,72.411,1000
109,2018,6,Monte Carlo,26.640707964601766,0,VER,Red Bull Racing,20,9,1000,1000,1000
110,2018,6,Monte Carlo,26.640707964601766,0,SAI,Renault,8,10,72.95,72.286,72.13
111,2018,6,Monte Carlo,26.640707964601766,0,ERI,Sauber,16,11,73.265,1000,1000
112,2018,6,Monte Carlo,26.640707964601766,0,PER,Force India,9,12,72.848,72.194,72.154
113,2018,6,Monte Carlo,26.640707964601766,0,MAG,Haas F1 Team,19,13,73.393,1000,1000
114,2018,6,Monte Carlo,26.640707964601766,0,VAN,McLaren,12,14,72.463,72.44,1000
115,2018,6,Monte Carlo,26.640707964601766,0,GRO,Haas F1 Team,18,15,72.93,72.728,1000
116,2018,6,Monte Carlo,26.640707964601766,0,SIR,Williams,13,16,72.706,72.521,1000
117,2018,6,Monte Carlo,26.640707964601766,0,STR,Williams,17,17,73.32300000000001,1000,1000
118,2018,6,Monte Carlo,26.640707964601766,0,LEC,Sauber,14,18,72.82900000000001,72.714,1000
119,2018,6,Monte Carlo,26.640707964601766,0,HAR,Toro Rosso,15,19,73.179,1000,1000
120,2018,6,Monte Carlo,26.640707964601766,0,ALO,McLaren,7,20,72.657,72.269,72.11
121,2018,7,Montréal,20.52358490566038,0,VET,Ferrari,1,1,71.71000000000001,71.524,70.764
122,2018,7,Montréal,20.52358490566038,0,BOT,Mercedes,2,2,71.95,71.514,70.857
123,2018,7,Montréal,20.52358490566038,0,VER,Red Bull Racing,3,3,72.008,71.472,70.937
124,2018,7,Montréal,20.52358490566038,0,RIC,Red Bull Racing,6,4,72.459,71.434,71.116
125,2018,7,Montréal,20.52358490566038,0,HAM,Mercedes,4,5,71.83500000000001,71.74,70.996
126,2018,7,Montréal,20.52358490566038,0,RAI,Ferrari,5,6,71.725,71.62,71.095
127,2018,7,Montréal,20.52358490566038,0,HUL,Renault,7,7,72.795,71.916,71.973
128,2018,7,Montréal,20.52358490566038,0,SAI,Renault,9,8,72.689,72.097,72.168
129,2018,7,Montréal,20.52358490566038,0,OCO,Force India,8,9,72.577,72.141,72.084
130,2018,7,Montréal,20.52358490566038,0,LEC,Sauber,13,10,72.945,72.661,1000
131,2018,7,Montréal,20.52358490566038,0,GAS,Toro Rosso,16,11,73.047,1000,1000
132,2018,7,Montréal,20.52358490566038,0,GRO,Haas F1 Team,20,12,1000,1000,1000
133,2018,7,Montréal,20.52358490566038,0,MAG,Haas F1 Team,11,13,72.68,72.606,1000
134,2018,7,Montréal,20.52358490566038,0,PER,Force India,10,14,72.702,72.395,72.67099999999999
135,2018,7,Montréal,20.52358490566038,0,ERI,Sauber,19,15,74.593,1000,1000
136,2018,7,Montréal,20.52358490566038,0,VAN,McLaren,15,16,72.998,72.865,1000
137,2018,7,Montréal,20.52358490566038,0,SIR,Williams,18,17,73.643,1000,1000
138,2018,7,Montréal,20.52358490566038,0,ALO,McLaren,14,18,72.979,72.856,1000
139,2018,7,Montréal,20.52358490566038,0,HAR,Toro Rosso,12,19,72.587,72.635,1000
140,2018,7,Montréal,20.52358490566038,0,STR,Williams,17,20,73.59,1000,1000
141,2018,8,Le Castellet,24.546078431372553,0,HAM,Mercedes,1,1,91.271,90.645,90.029
142,2018,8,Le Castellet,24.546078431372553,0,VER,Red Bull Racing,4,2,91.531,90.818,90.705
143,2018,8,Le Castellet,24.546078431372553,0,RAI,Ferrari,6,3,91.56700000000001,90.77199999999999,91.057
144,2018,8,Le Castellet,24.546078431372553,0,RIC,Red Bull Racing,5,4,91.91,91.538,90.895
145,2018,8,Le Castellet,24.546078431372553,0,VET,Ferrari,3,5,91.82,90.751,90.4
146,2018,8,Le Castellet,24.546078431372553,0,MAG,Haas F1 Team,9,6,92.169,91.51,92.93
147,2018,8,Le Castellet,24.546078431372553,0,BOT,Mercedes,2,7,91.776,91.227,90.14699999999999
148,2018,8,Le Castellet,24.546078431372553,0,SAI,Renault,7,8,92.394,92.01599999999999,92.126
149,2018,8,Le Castellet,24.546078431372553,0,HUL,Renault,12,9,92.949,92.11500000000001,1000
150,2018,8,Le Castellet,24.546078431372553,0,LEC,Sauber,8,10,92.538,92.055,92.63499999999999
151,2018,8,Le Castellet,24.546078431372553,0,GRO,Haas F1 Team,10,11,92.083,91.47200000000001,1000
152,2018,8,Le Castellet,24.546078431372553,0,VAN,McLaren,17,12,93.162,1000,1000
153,2018,8,Le Castellet,24.546078431372553,0,ERI,Sauber,15,13,92.804,92.82,1000
154,2018,8,Le Castellet,24.546078431372553,0,HAR,Toro Rosso,20,14,93.025,1000,1000
155,2018,8,Le Castellet,24.546078431372553,0,SIR,Williams,18,15,93.636,1000,1000
156,2018,8,Le Castellet,24.546078431372553,0,ALO,McLaren,16,16,92.976,1000,1000
157,2018,8,Le Castellet,24.546078431372553,0,STR,Williams,19,17,93.729,1000,1000
158,2018,8,Le Castellet,24.546078431372553,0,PER,Force India,13,18,92.69200000000001,92.45400000000001,1000
159,2018,8,Le Castellet,24.546078431372553,0,OCO,Force India,11,19,92.786,92.075,1000
160,2018,8,Le Castellet,24.546078431372553,0,GAS,Toro Rosso,14,20,92.447,92.46000000000001,1000
161,2018,9,Spielberg,23.176086956521743,0,VER,Red Bull Racing,4,1,64.273,64.001,63.84
162,2018,9,Spielberg,23.176086956521743,0,RAI,Ferrari,3,2,64.234,63.975,63.66
163,2018,9,Spielberg,23.176086956521743,0,VET,Ferrari,6,3,64.347,63.544,63.464
164,2018,9,Spielberg,23.176086956521743,0,GRO,Haas F1 Team,5,4,64.242,64.059,63.892
165,2018,9,Spielberg,23.176086956521743,0,MAG,Haas F1 Team,8,5,64.46,64.291,64.051
166,2018,9,Spielberg,23.176086956521743,0,OCO,Force India,11,6,65.148,64.845,1000
167,2018,9,Spielberg,23.176086956521743,0,PER,Force India,16,7,65.279,1000,1000
168,2018,9,Spielberg,23.176086956521743,0,ALO,McLaren,13,8,64.965,65.05799999999999,1000
169,2018,9,Spielberg,23.176086956521743,0,LEC,Sauber,18,9,64.967,64.979,1000
170,2018,9,Spielberg,23.176086956521743,0,ERI,Sauber,20,10,65.479,1000,1000
171,2018,9,Spielberg,23.176086956521743,0,GAS,Toro Rosso,12,11,65.011,64.874,1000
172,2018,9,Spielberg,23.176086956521743,0,SAI,Renault,9,12,64.94800000000001,64.561,64.725
173,2018,9,Spielberg,23.176086956521743,0,SIR,Williams,17,13,65.322,1000,1000
174,2018,9,Spielberg,23.176086956521743,0,STR,Williams,14,14,65.264,65.286,1000
175,2018,9,Spielberg,23.176086956521743,0,VAN,McLaren,15,15,65.271,1000,1000
176,2018,9,Spielberg,23.176086956521743,0,HAM,Mercedes,2,16,64.08,63.577,63.149
177,2018,9,Spielberg,23.176086956521743,0,HAR,Toro Rosso,19,17,65.366,1000,1000
178,2018,9,Spielberg,23.176086956521743,0,RIC,Red Bull Racing,7,18,64.723,64.403,63.996
179,2018,9,Spielberg,23.176086956521743,0,BOT,Mercedes,1,19,64.175,63.756,63.13
180,2018,9,Spielberg,23.176086956521743,0,HUL,Renault,10,20,64.864,64.676,65.019
181,2018,10,Silverstone,27.43163265306122,0,VET,Ferrari,2,1,86.58500000000001,86.372,85.936
182,2018,10,Silverstone,27.43163265306122,0,HAM,Mercedes,1,2,86.818,86.256,85.892
183,2018,10,Silverstone,27.43163265306122,0,RAI,Ferrari,3,3,87.549,86.483,85.99
184,2018,10,Silverstone,27.43163265306122,0,BOT,Mercedes,4,4,87.025,86.413,86.217
185,2018,10,Silverstone,27.43163265306122,0,RIC,Red Bull Racing,6,5,87.979,87.369,87.099
186,2018,10,Silverstone,27.43163265306122,0,HUL,Renault,11,6,88.017,87.901,1000
187,2018,10,Silverstone,27.43163265306122,0,OCO,Force India,10,7,88.279,87.843,88.194
188,2018,10,Silverstone,27.43163265306122,0,ALO,McLaren,13,8,88.187,88.139,1000
189,2018,10,Silverstone,27.43163265306122,0,MAG,Haas F1 Team,7,9,88.143,87.73,87.244
190,2018,10,Silverstone,27.43163265306122,0,PER,Force India,12,10,88.21000000000001,87.928,1000
191,2018,10,Silverstone,27.43163265306122,0,VAN,McLaren,17,11,89.096,1000,1000
192,2018,10,Silverstone,27.43163265306122,0,STR,Williams,19,12,1000,1000,1000
193,2018,10,Silverstone,27.43163265306122,0,GAS,Toro Rosso,14,13,88.399,88.343,1000
194,2018,10,Silverstone,27.43163265306122,0,SIR,Williams,18,14,89.252,1000,1000
195,2018,10,Silverstone,27.43163265306122,0,VER,Red Bull Racing,5,15,87.309,87.013,86.602
196,2018,10,Silverstone,27.43163265306122,0,GRO,Haas F1 Team,8,16,88.086,87.52199999999999,87.455
197,2018,10,Silverstone,27.43163265306122,0,SAI,Renault,16,17,88.456,1000,1000
198,2018,10,Silverstone,27.43163265306122,0,ERI,Sauber,15,18,88.249,88.39099999999999,1000
199,2018,10,Silverstone,27.43163265306122,0,LEC,Sauber,9,19,87.962,87.78999999999999,87.879
200,2018,10,Silverstone,27.43163265306122,0,HAR,Toro Rosso,0,20,1000,1000,1000
201,2018,11,Hockenheim,26.40192307692308,0,HAM,Mercedes,14,1,73.012,1000,1000
202,2018,11,Hockenheim,26.40192307692308,0,BOT,Mercedes,2,2,72.962,72.152,71.416
203,2018,11,Hockenheim,26.40192307692308,0,RAI,Ferrari,3,3,72.505,72.336,71.547
204,2018,11,Hockenheim,26.40192307692308,0,VER,Red Bull Racing,4,4,73.127,72.188,71.822
205,2018,11,Hockenheim,26.40192307692308,0,HUL,Renault,7,5,73.479,72.946,72.56
206,2018,11,Hockenheim,26.40192307692308,0,GRO,Haas F1 Team,6,6,72.986,72.722,72.544
207,2018,11,Hockenheim,26.40192307692308,0,PER,Force India,10,7,73.42699999999999,73.072,72.774
208,2018,11,Hockenheim,26.40192307692308,0,OCO,Force India,15,8,73.72,1000,1000
209,2018,11,Hockenheim,26.40192307692308,0,ERI,Sauber,13,9,73.562,73.736,1000
210,2018,11,Hockenheim,26.40192307692308,0,HAR,Toro Rosso,17,10,74.045,1000,1000
211,2018,11,Hockenheim,26.40192307692308,0,MAG,Haas F1 Team,5,11,73.105,72.523,72.2
212,2018,11,Hockenheim,26.40192307692308,0,SAI,Renault,8,12,73.324,73.032,72.69200000000001
213,2018,11,Hockenheim,26.40192307692308,0,VAN,McLaren,19,13,74.401,1000,1000
214,2018,11,Hockenheim,26.40192307692308,0,GAS,Toro Rosso,16,14,73.749,1000,1000
215,2018,11,Hockenheim,26.40192307692308,0,LEC,Sauber,9,15,73.077,72.995,72.717
216,2018,11,Hockenheim,26.40192307692308,0,ALO,McLaren,11,16,73.614,73.657,1000
217,2018,11,Hockenheim,26.40192307692308,0,STR,Williams,18,17,74.206,1000,1000
218,2018,11,Hockenheim,26.40192307692308,0,VET,Ferrari,1,18,72.538,72.505,71.212
219,2018,11,Hockenheim,26.40192307692308,0,SIR,Williams,12,19,73.708,73.702,1000
220,2018,11,Hockenheim,26.40192307692308,0,RIC,Red Bull Racing,20,20,73.318,1000,1000
221,2018,12,Budapest,33.75887850467289,0,HAM,Mercedes,1,1,77.419,91.242,95.658
222,2018,12,Budapest,33.75887850467289,0,VET,Ferrari,4,2,76.666,88.636,96.21000000000001
223,2018,12,Budapest,33.75887850467289,0,RAI,Ferrari,3,3,77.526,92.762,96.186
224,2018,12,Budapest,33.75887850467289,0,RIC,Red Bull Racing,12,4,78.53999999999999,96.44200000000001,1000
225,2018,12,Budapest,33.75887850467289,0,BOT,Mercedes,2,5,77.123,92.081,95.918
226,2018,12,Budapest,33.75887850467289,0,GAS,Toro Rosso,6,6,78.577,91.286,97.59100000000001
227,2018,12,Budapest,33.75887850467289,0,MAG,Haas F1 Team,9,7,78.314,92.968,99.858
228,2018,12,Budapest,33.75887850467289,0,ALO,McLaren,11,8,78.208,95.214,1000
229,2018,12,Budapest,33.75887850467289,0,SAI,Renault,5,9,77.82900000000001,90.771,96.743
230,2018,12,Budapest,33.75887850467289,0,GRO,Haas F1 Team,10,10,77.901,93.65,100.593
231,2018,12,Budapest,33.75887850467289,0,HAR,Toro Rosso,8,11,78.429,92.59,98.128
232,2018,12,Budapest,33.75887850467289,0,HUL,Renault,13,12,77.905,96.506,1000
233,2018,12,Budapest,33.75887850467289,0,OCO,Force India,18,13,79.142,1000,1000
234,2018,12,Budapest,33.75887850467289,0,PER,Force India,19,14,79.2,1000,1000
235,2018,12,Budapest,33.75887850467289,0,ERI,Sauber,14,15,78.64099999999999,97.075,1000
236,2018,12,Budapest,33.75887850467289,0,SIR,Williams,20,16,79.301,1000,1000
237,2018,12,Budapest,33.75887850467289,0,STR,Williams,15,17,78.56,1000,1000
238,2018,12,Budapest,33.75887850467289,0,VAN,McLaren,16,18,78.782,1000,1000
239,2018,12,Budapest,33.75887850467289,0,VER,Red Bull Racing,7,19,76.94,91.178,98.032
240,2018,12,Budapest,33.75887850467289,0,LEC,Sauber,17,20,78.81700000000001,1000,1000
241,2018,13,Spa-Francorchamps,17.327358490566038,0,VET,Ferrari,2,1,103.035,101.501,118.905
242,2018,13,Spa-Francorchamps,17.327358490566038,0,HAM,Mercedes,1,2,102.977,101.553,118.179
243,2018,13,Spa-Francorchamps,17.327358490566038,0,VER,Red Bull Racing,7,3,103.199,102.554,122.769
244,2018,13,Spa-Francorchamps,17.327358490566038,0,BOT,Mercedes,19,4,102.805,102.191,1000
245,2018,13,Spa-Francorchamps,17.327358490566038,0,PER,Racing Point,4,5,104.00399999999999,103.01400000000001,121.894
246,2018,13,Spa-Francorchamps,17.327358490566038,0,OCO,Racing Point,3,6,104.003,103.30199999999999,121.851
247,2018,13,Spa-Francorchamps,17.327358490566038,0,GRO,Haas F1 Team,5,7,103.59700000000001,103.042,122.122
248,2018,13,Spa-Francorchamps,17.327358490566038,0,MAG,Haas F1 Team,9,8,103.834,103.32,124.93299999999999
249,2018,13,Spa-Francorchamps,17.327358490566038,0,GAS,Toro Rosso,10,9,104.221,103.844,1000
250,2018,13,Spa-Francorchamps,17.327358490566038,0,ERI,Sauber,13,10,103.846,104.301,1000
251,2018,13,Spa-Francorchamps,17.327358490566038,0,SAI,Renault,14,11,104.489,1000,1000
252,2018,13,Spa-Francorchamps,17.327358490566038,0,SIR,Williams,16,12,104.99799999999999,1000,1000
253,2018,13,Spa-Francorchamps,17.327358490566038,0,STR,Williams,17,13,105.134,1000,1000
254,2018,13,Spa-Francorchamps,17.327358490566038,0,HAR,Toro Rosso,11,14,104.15299999999999,103.86500000000001,1000
255,2018,13,Spa-Francorchamps,17.327358490566038,0,VAN,McLaren,18,15,105.307,1000,1000
256,2018,13,Spa-Francorchamps,17.327358490566038,0,RIC,Red Bull Racing,8,16,103.604,103.126,122.939
257,2018,13,Spa-Francorchamps,17.327358490566038,0,RAI,Ferrari,6,17,102.58500000000001,101.533,122.671
258,2018,13,Spa-Francorchamps,17.327358490566038,0,LEC,Sauber,12,18,103.654,104.062,1000
259,2018,13,Spa-Francorchamps,17.327358490566038,0,ALO,McLaren,15,19,104.917,1000,1000
260,2018,13,Spa-Francorchamps,17.327358490566038,0,HUL,Renault,20,20,104.14500000000001,1000,1000
261,2018,14,Monza,22.189898989898992,0,HAM,Mercedes,3,1,80.81,79.798,79.294
262,2018,14,Monza,22.189898989898992,0,RAI,Ferrari,1,2,80.72200000000001,79.846,79.119
263,2018,14,Monza,22.189898989898992,0,BOT,Mercedes,4,3,81.381,80.42699999999999,79.656
264,2018,14,Monza,22.189898989898992,0,VET,Ferrari,2,4,80.542,79.629,79.28
265,2018,14,Monza,22.189898989898992,0,VER,Red Bull Racing,5,5,81.381,80.333,80.615
266,2018,14,Monza,22.189898989898992,0,OCO,Racing Point,8,6,81.57,81.315,81.099
267,2018,14,Monza,22.189898989898992,0,PER,Racing Point,14,7,81.888,1000,1000
268,2018,14,Monza,22.189898989898992,0,SAI,Renault,7,8,81.732,81.55199999999999,81.041
269,2018,14,Monza,22.189898989898992,0,STR,Williams,10,9,81.838,81.494,81.627
270,2018,14,Monza,22.189898989898992,0,SIR,Williams,12,10,81.813,81.732,1000
271,2018,14,Monza,22.189898989898992,0,LEC,Sauber,15,11,81.889,1000,1000
272,2018,14,Monza,22.189898989898992,0,VAN,McLaren,17,12,82.08500000000001,1000,1000
273,2018,14,Monza,22.189898989898992,0,HUL,Renault,20,13,81.801,1000,1000
274,2018,14,Monza,22.189898989898992,0,GAS,Toro Rosso,9,14,81.834,81.667,81.35
275,2018,14,Monza,22.189898989898992,0,ERI,Sauber,18,15,82.048,1000,1000
276,2018,14,Monza,22.189898989898992,0,MAG,Haas F1 Team,11,16,81.783,81.669,1000
277,2018,14,Monza,22.189898989898992,0,RIC,Red Bull Racing,19,17,81.28,1000,1000
278,2018,14,Monza,22.189898989898992,0,ALO,McLaren,13,18,81.85,82.568,1000
279,2018,14,Monza,22.189898989898992,0,HAR,Toro Rosso,16,19,81.934,1000,1000
280,2018,14,Monza,22.189898989898992,0,GRO,Haas F1 Team,6,20,81.887,81.239,80.936
